Protein	S.cerevisiae	A.fumigatus	C.neoformans	C.parapsilosis	F.graminearum	S.bayanus	L.kluyveri	S.mikatae	S.paradoxus	M.oryzae	N.crassa	S.pombe	A.nidulans	C.glabrata	C.albicans	N.castellii	N.discreta	N.tetrasperma	S.kudriavzevii
NP_010132.1	0.031676722208	0.0179118073111	0.0141228087545	0.0203265353546	0.0013475825933400001	0.022938104931200003	0.032754135807	0.022938104931200003	0.031676722208	0.00381738307615	0.014122031106	0.0174040558785	NA	0.012544564239100001	0.0254198935832	0.083368956651	0.014122031106	0.014122031106	0.0140251891758
NP_015510.1	0.0123252044693	0.0151982971976	0.054847152538900004	0.013374587877	0.0117017274514	0.00136439130155	0.00274656011706	0.00136439130155	0.0123252044693	0.0051381063936599995	0.0449477229466	NA	0.018766368862599997	0.011594090659999999	0.0159645616627	0.024154713536099996	0.0449477229466	0.0449477229466	0.0485019272752
NP_011853.1	0.030552476042700002	0.0306783843869	0.014945384049	0.019703043807599997	0.014922420136500001	0.08408543683860001	0.00209498892538	0.08408543683860001	0.030552476042700002	0.020006555986	0.052963415857800004	0.0286163993795	0.007050528140180001	0.0146060533903	0.0374176444221	0.027396590119799998	0.052963415857800004	0.052963415857800004	0.00214216722024
NP_011832.1	0.0178448374202	0.008778845786780001	0.0183729281088	0.00721695249924	0.0184632376538	0.044063701182900004	0.014418359875100002	0.044063701182900004	0.0178448374202	0.00773478379418	0.10091580452299999	0.028528943541200003	0.0322303893004	0.00788954156496	0.017102564379200002	0.040125480254800006	0.10091580452299999	0.10091580452299999	0.018077518409
NP_013174.1	0.00733136799836	NA	NA	NA	NA	0.0297975171946	0.0158474322499	0.0297975171946	0.00733136799836	NA	NA	NA	NA	0.0878432654777	NA	0.0618790555227	NA	NA	0.124619783279
NP_013811.1	0.009418104633120001	0.0188234362509	0.0266472870329	0.0302181229753	0.0317935859553	0.0127015283751	0.00400181960596	0.0127015283751	0.009418104633120001	0.0173836311488	0.0237072417065	0.0929411059022	0.030931225789200004	0.0307173270076	0.021823635265000002	0.0150289332044	0.0237072417065	0.0237072417065	0.0206364328412
NP_014841.1	0.036138119206	0.00210872817922	0.011917849622799999	0.0088312491781	0.028938829065400004	0.00792887318863	0.0474157644364	0.00792887318863	0.036138119206	0.000784873579941	0.20068092143	0.0035465070876199998	0.0119586680684	0.017720362081299998	0.0305124079269	0.00021265733966099998	0.20068092143	0.20068092143	0.026467190629
NP_116696.2	0.0236632440392	0.0193506458298	0.024319290641	0.0215994300122	0.054941761542	0.00691844234778	0.00868107858883	0.00691844234778	0.0236632440392	NA	0.0423603120947	NA	0.0050912217767	0.031550152078499996	0.0371738726086	0.0155074972592	0.0423603120947	0.0423603120947	0.0023562127497
NP_013094.1	0.0195004252132	NA	NA	0.00657195503064	NA	0.01282447672	0.0106949088921	0.01282447672	0.0195004252132	NA	NA	NA	NA	0.027659974528399998	0.0145013607658	0.00851230901497	NA	NA	0.0392669345814
NP_010467.1	0.0196871422461	NA	NA	0.0350534548552	NA	0.00448376184696	0.0078734931889	0.00448376184696	0.0196871422461	NA	NA	NA	NA	0.0156986627351	0.0021935789943000003	0.0228630989145	NA	NA	0.0227050069538
NP_010064.1	0.017268214831000002	0.020694665459	0.0233440108067	0.015027369182500002	0.04881716981380001	0.0320313174292	0.00804611953321	0.0320313174292	0.017268214831000002	0.0048477897909600005	0.076379964737	0.056083491105899996	0.0177167034755	0.0271816282247	0.07038430558230001	0.08819770876260001	0.076379964737	0.076379964737	0.0726943849788
NP_014720.1	0.0389588471524	0.020580815010400003	0.020707462316900002	0.0330861359465	0.0114228110311	0.013525054404500001	0.0200727733789	0.013525054404500001	0.0389588471524	0.0132821918508	0.145826583522	0.00379308166901	0.0141075771743	0.0472377164137	0.0139735580008	0.0339287155721	0.145826583522	0.145826583522	8.55523240791e-05
NP_014217.1	0.0226879967968	0.0708167223827	0.028755346318999998	0.0202965188627	0.11746935894200002	0.00400291292395	0.0358654970704	0.00400291292395	0.0226879967968	0.0181229724387	0.00035869964534900007	0.173908904703	0.0197582354554	0.042739758046000005	NA	0.0162381310054	0.00035869964534900007	0.00035869964534900007	0.0577619639292
NP_012592.1	0.00750749059388	0.0484253979053	0.021821202458599996	0.0176380069727	0.035357265798800004	0.07096318551360001	0.017260296398499998	0.07096318551360001	0.00750749059388	0.00948040746995	0.00393003717472	0.0390483990103	0.0163376102946	0.045020470160600005	0.0189383660545	0.0435501903032	0.00393003717472	0.00393003717472	0.0078627657837
NP_013585.1	0.0115975321844	0.0168888111357	0.016028464605	0.029450753648200004	0.016362991058	0.025619848757	0.0343619069581	0.025619848757	0.0115975321844	0.0008708549801830002	0.047221816175	0.0287338593603	0.027388148930099998	0.00403737185369	0.0471868479591	0.0221921940398	0.047221816175	0.047221816175	0.0129193975723
NP_878134.3	0.039242643452800006	NA	NA	NA	NA	0.07620427175819999	0.0258896821864	0.07620427175819999	0.039242643452800006	NA	NA	NA	NA	NA	NA	0.11790850065099999	NA	NA	0.0617305818005
NP_014958.3	0.029961884046400003	NA	NA	0.126996992329	NA	NA	0.110114939253	NA	0.029961884046400003	NA	NA	NA	NA	NA	0.0800423138998	0.101194594394	NA	NA	0.0315232472465
NP_010574.1	0.044022353465599996	NA	NA	0.011874335323499999	NA	0.0265732826059	0.0573794227058	0.0265732826059	0.044022353465599996	NA	NA	NA	NA	0.0192839882043	0.0065954265088700005	0.006202057752039999	NA	NA	0.00610121891964
NP_011595.3	0.0170556403902	NA	NA	0.057377977847100005	NA	0.005473658548550001	0.0260220635573	0.005473658548550001	0.0170556403902	NA	NA	0.0600443582882	NA	0.0241598853707	0.0028701393912699998	0.00594600661613	NA	NA	0.0627315414707
NP_015512.1	0.0381582244132	NA	NA	NA	NA	0.0168797676391	0.0242529171061	0.0168797676391	0.0381582244132	NA	NA	NA	NA	NA	NA	0.014455268819899999	NA	NA	0.120467035402
NP_013467.3	0.0503190688678	NA	NA	0.00867870289388	NA	0.020583522814200002	0.0533824054259	0.020583522814200002	0.0503190688678	NA	NA	NA	NA	0.0553077213753	0.024548918786	0.00967793250897	NA	NA	0.103338531704
NP_012625.5	0.011953198318000001	NA	NA	0.0325811933229	NA	0.00619349889497	0.00618608535529	0.00619349889497	0.011953198318000001	NA	NA	0.094138656009	NA	0.026248730481099998	0.0423462278178	0.0222723856344	NA	NA	0.0307059119719
NP_012954.3	0.0293132718269	NA	NA	0.016623918107	NA	0.0181209093297	0.0529219279667	0.0181209093297	0.0293132718269	NA	NA	NA	NA	0.00630941274632	0.009755864758110001	0.0285419583642	NA	NA	0.00209250211677
NP_010048.1	0.011258627052400001	NA	NA	0.026256719898200002	NA	0.0175397495049	0.0497732452463	0.0175397495049	0.011258627052400001	NA	NA	NA	NA	0.0106695708451	0.013510696144700001	0.00577227410176	NA	NA	0.0209969642789
NP_011800.3	0.033929319804	0.012039093821499999	0.012566670982099999	0.00525867331879	0.008422766880220001	0.0602413021354	0.0320207267105	0.0602413021354	0.033929319804	0.0007639950547060001	0.0451113427591	0.0033657094394800003	0.0135287327975	0.0137729384746	0.0174201315647	0.0347991975525	0.0451113427591	0.0451113427591	0.0205324750191
NP_009776.1	0.070417084983	0.0485331307071	0.0308059808379	0.0251152382412	0.006470743763390001	0.00202337051147	0.010567018510200001	0.00202337051147	0.070417084983	0.017435683255	0.005924842456989999	0.0642448228047	0.0197728286115	0.0273826492908	0.0027376048274899995	0.0318252452755	0.005924842456989999	0.005924842456989999	0.00581210049758
NP_010870.1	0.0282563238836	0.012132611975	0.0118244625924	0.0259464647468	0.0296733225018	0.0664691849233	0.014433721444000002	0.0664691849233	0.0282563238836	0.006918285104479999	0.167287585067	0.031615030406299996	0.123625894415	0.0216211371642	0.0174005987731	0.023193534928299998	0.167287585067	0.167287585067	0.0306154047945
NP_013763.1	0.037152230885400005	0.0194457293937	0.014566808435899999	0.0387661288449	0.00830621493147	0.07078741769260001	0.019839986934400002	0.07078741769260001	0.037152230885400005	0.0107385533295	0.0443613831417	0.0144290594482	0.022900315691499997	0.0330371375038	0.0484417416727	0.00677208031131	0.0443613831417	0.0443613831417	0.0130538358074
NP_014956.3	0.0135048096844	0.0203172094856	0.0193660234125	0.019950765615099997	0.038132331936699994	0.0160377243438	0.0548945670088	0.0160377243438	0.0135048096844	0.0124050094698	0.028855944825	0.0436967027812	0.014437531504799999	0.0681849404848	0.0248255391713	0.04127421609780001	0.028855944825	0.028855944825	0.0857431541872
NP_013133.1	0.0259760028787	NA	NA	0.0170419094634	NA	0.008965450646899999	0.053913099986399995	0.008965450646899999	0.0259760028787	NA	NA	NA	NA	0.013871633106	0.0184930344326	0.0265824981726	NA	NA	0.0231862722419
NP_010195.1	0.021693519994799997	NA	NA	0.0125223039879	NA	0.0362493149195	0.018750487786599997	0.0362493149195	0.021693519994799997	NA	NA	NA	NA	0.0163863303961	0.0179723693302	0.0076533439072200005	NA	NA	0.0187862125814
NP_011907.1	0.0393909564321	NA	NA	0.00587728189793	NA	0.0398957945624	0.0082736650123	0.0398957945624	0.0393909564321	NA	NA	NA	NA	0.041693926706	0.028902694536599997	0.017607768335200003	NA	NA	0.0307252950558
NP_009490.1	0.0129213992921	0.0131747879241	0.0140198640146	0.04171166175	0.00847643249061	0.004686790519069999	0.0413196097142	0.004686790519069999	0.0129213992921	0.00897529942007	0.0305777927346	0.05079374493990001	0.011284119993	0.011554410307100001	0.00880811600794	0.035549884328	0.0305777927346	0.0305777927346	0.0687570581136
NP_013066.1	0.0172530262605	0.0227781790208	0.0128059926138	0.037933497739	0.0473508573434	0.0204243514635	0.008989890028389999	0.0204243514635	0.0172530262605	0.00567100697909	0.0886437829977	0.104942109633	0.040525613051400004	0.0145568836017	0.00779597636547	0.0015254796729500001	0.0886437829977	0.0886437829977	0.00134974107962
NP_013594.1	0.0206180772842	NA	NA	NA	NA	0.062731459641	0.0737417525534	0.062731459641	0.0206180772842	NA	NA	NA	NA	NA	NA	0.0415973211054	NA	NA	0.0428924464238
NP_009943.2	0.018923715016	0.00674204978086	0.0129617943198	0.035142364555	0.0325379743467	0.0678757502768	0.0206447650186	0.0678757502768	0.018923715016	0.0048927709680600005	0.0851929075671	0.06872142009530001	0.008663631804370001	0.018822928793799997	0.0507258762904	0.0667945073372	0.0851929075671	0.0851929075671	0.000431844792081
NP_010041.2	0.0163819349407	0.00718504997145	0.009909928071759999	0.014871087506299998	0.0018366748690999998	0.00839503649349	0.012044060905299999	0.00839503649349	0.0163819349407	0.00346183971815	0.09437125339739999	0.0683681266229	0.00629775841605	0.20041349174400003	0.0339587598133	0.0275719991403	0.09437125339739999	0.09437125339739999	0.0536342848466
NP_015013.1	0.0152973443499	NA	NA	0.00119898656667	NA	0.018889091443099998	0.0159503788566	0.018889091443099998	0.0152973443499	NA	NA	NA	NA	0.012999358909	0.048939730346	0.04284995198080001	NA	NA	0.0107352715487
NP_009886.1	0.0321533640026	NA	NA	NA	NA	0.00456576680106	0.0448699026853	0.00456576680106	0.0321533640026	NA	NA	NA	NA	0.0217635080022	NA	0.00447418828456	NA	NA	0.00212328684938
NP_012518.2	0.025521667984700003	NA	NA	NA	NA	0.010378996933	0.038756195348	0.010378996933	0.025521667984700003	NA	NA	NA	NA	0.00884540094258	NA	0.030799530088499998	NA	NA	0.0340899250747
NP_010610.3	0.0301616492796	0.00757331641932	NA	0.00482264915157	0.029705414984	0.0387079727625	0.020384831268	0.0387079727625	0.0301616492796	0.0105345188275	0.0476342046464	0.010581923781700002	0.0137332702044	0.017928628462400002	0.0194595625348	0.0145520679606	0.0476342046464	0.0476342046464	0.0115957476665
NP_012295.1	0.0117524311397	0.0183159944428	0.029443468203699998	0.0220371991223	0.12427043797800001	0.17708171387000002	0.024852490131	0.17708171387000002	0.0117524311397	0.00125848370881	0.024703232274599998	0.0425932971832	0.0294106151792	NA	0.020874217178099997	0.266689343739	0.024703232274599998	0.024703232274599998	0.0221566917752
NP_010413.3	0.0146610802137	0.0136079732387	0.00687649812256	0.00923437216532	0.022454944587099998	0.00973584267571	0.0124546124819	0.00973584267571	0.0146610802137	0.00623297633791	0.0883781357287	0.00830289425088	0.0320381198463	0.007533934690510001	0.0018027550568099997	0.0194338546758	0.0883781357287	0.0883781357287	0.0182357871982
NP_010896.3	0.0671718707682	NA	NA	0.05179597524619999	NA	0.040025728054199995	0.00972472340712	0.040025728054199995	0.0671718707682	NA	NA	NA	NA	0.0353966285052	0.00644171568446	0.012875560909599999	NA	NA	0.0401622766985
NP_009795.3	0.0168304979704	0.005862782662120001	0.023345633125299997	0.0175321953617	0.010117133548899999	0.00443507513128	0.0583854808125	0.00443507513128	0.0168304979704	0.0052287958839	0.005686688770869999	0.057938344458	0.032475780970299996	0.039237140136099996	0.023231597583499998	0.0147930443677	0.005686688770869999	0.005686688770869999	0.0155373393072
NP_015433.1	0.0245729215727	0.00309541284752	0.006344297840689999	0.0149989912595	0.0110267895951	0.013153240711600001	0.0190200278804	0.013153240711600001	0.0245729215727	0.0041942713039299995	0.0101193637727	0.09647233111549999	0.007257763024149999	0.0345209121499	0.0236885412879	0.0219059146506	0.0101193637727	0.0101193637727	0.00752142279358
NP_015305.1	0.00507387524005	0.044775254475499994	0.024924977654400004	0.040452880748099995	0.0005505704929559999	0.0033938622928899997	0.0143691545578	0.0033938622928899997	0.00507387524005	0.00915242541597	0.0292613225182	0.0338238816986	0.0309462480914	0.009250646914969999	0.007313989368479999	0.0358161038078	0.0292613225182	0.0292613225182	0.0158123198399
NP_012651.1	0.026738935895500002	0.0128150146772	0.0074008648605399996	0.00904910111692	0.024281473241300002	0.0143100533886	0.0136220874116	0.0143100533886	0.026738935895500002	0.0027855432115799997	0.0845745318217	0.019318517679400002	0.015615921451099999	0.00861910858861	0.0121241326651	0.0496226542224	0.0845745318217	0.0845745318217	0.0142715154796
NP_011892.1	0.0330066021047	0.00864462042049	0.0142137761561	0.014262180292100001	0.0013796544485699998	0.0162268788448	0.00892722560789	0.0162268788448	0.0330066021047	0.0051986126808599995	0.0710590587952	0.0178708905458	0.010349914166999999	0.0180015333761	0.011171982632899998	0.0463306618944	0.0710590587952	0.0710590587952	0.0477801912106
NP_010461.3	0.014318651433	0.014085413424200001	0.0221630742672	0.0195682951049	0.000643585894385	0.0265252767363	0.0472731106193	0.0265252767363	0.014318651433	0.000764454208162	0.138472508395	0.04676717319590001	0.005805971762220001	0.0377671128883	0.0161333254423	0.0106402955187	0.138472508395	0.138472508395	0.0356021901605
NP_010490.1	0.027226251825900005	0.012817727049499999	0.014329567562899999	0.0287964331333	0.0145332050796	0.0183255300848	0.0133448320608	0.0183255300848	0.027226251825900005	0.00489199321239	0.10105908662	0.0223215129734	0.00929773318145	0.034495692855599995	0.0108525015662	0.019670791205400003	0.10105908662	0.10105908662	0.0219773855548
NP_010447.3	0.0618755773309	0.0159869632039	0.0167767271606	0.0196130580988	0.00018152886595	0.112339002301	0.00568726885217	0.112339002301	0.0618755773309	0.0037659852675000004	0.132599202825	0.099700976213	0.019287795440099998	0.06458134740640001	0.00193306820042	0.0356220957465	0.132599202825	0.132599202825	0.00113047750551
NP_010442.3	0.005942392025489999	0.00299667777881	0.012501916307700001	0.0056010062191	0.0292034790815	0.00715365844234	0.0454676103278	0.00715365844234	0.005942392025489999	0.00688005413969	0.08137184165269999	0.101318557534	0.0270730680183	0.021704291974999998	0.0268473194288	0.00622631065772	0.08137184165269999	0.08137184165269999	0.0145490756539
NP_012193.3	0.0236068242162	0.00295082198263	0.0321339509723	0.050888695995199996	NA	0.0758636981258	0.17163934142599999	0.0758636981258	0.0236068242162	NA	NA	NA	0.0158729998204	0.219613969255	0.11788688403400001	0.164443766601	NA	NA	0.242901769967
NP_011786.1	0.025767830156200003	0.0056893669792299996	0.007133437150399999	0.0264583068354	0.00746999084809	3.30338069226e-05	0.00423270039855	3.30338069226e-05	0.025767830156200003	0.014543611817100002	0.141949233728	0.05053375615380001	0.0154668993787	0.00846744729988	0.024416445414	0.0137950467386	0.141949233728	0.141949233728	0.0196992102588
NP_010080.1	0.0106408287205	0.0381930230272	0.0265655241415	0.0336759240209	NA	0.0116380642255	0.0125977344844	0.0116380642255	0.0106408287205	0.00636691534217	0.00647560305838	0.0689179088496	0.0251400601848	0.030923617025000003	0.015364949116200002	0.0318948627722	0.00647560305838	0.00647560305838	0.0334218935254
NP_012038.2	0.0127266913655	0.012331334361700001	0.011925871243300001	0.0129247501734	0.0220849358212	0.00967761726492	0.00625277634878	0.00967761726492	0.0127266913655	0.00993498153667	0.12465640485200001	0.104528467246	0.058620626970699995	0.028029802112400002	0.0191192123887	0.044528022215	0.12465640485200001	0.12465640485200001	0.0020724454927
NP_012476.1	0.0136884274209	0.0247082577402	0.026262863086200003	0.0218198824243	0.025408448302199998	0.0341614933555	0.0502125550213	0.0341614933555	0.0136884274209	0.00518244800859	0.050157411073699996	0.016294018249299998	0.039313938939900005	0.0218796416689	0.00998550939622	0.0360546887092	0.050157411073699996	0.050157411073699996	0.0054012478388
NP_013810.1	0.0162231925165	0.00796882572541	0.025362048154599998	0.012326630545999999	0.032959905463099994	0.0685539039257	0.010828005304700001	0.0685539039257	0.0162231925165	0.0031074409503600003	0.0591238392681	0.0569502107647	0.014089027306600001	0.015563415084200002	0.0126404121964	0.00595039371148	0.0591238392681	0.0591238392681	0.0537030820209
NP_013293.1	0.022619707076500004	0.010084949654100001	0.012994742889	0.0102713627199	0.0245931606407	0.00302663363591	0.00247035932345	0.00302663363591	0.022619707076500004	0.003929853861110001	0.046241527753800006	0.043465497330200005	0.015938422953899998	0.0320363473197	0.0009163908512230001	0.014902323383899999	0.046241527753800006	0.046241527753800006	0.0120208163182
NP_010481.3	0.0099737192492	NA	NA	NA	NA	0.0452609467612	0.00911604751307	0.0452609467612	0.0099737192492	NA	NA	NA	NA	0.010795385381400001	NA	0.0032270026718000003	NA	NA	0.0116975296395
NP_014916.1	0.020845442776	NA	NA	0.0619569446837	NA	NA	0.014849919862299998	NA	0.020845442776	NA	NA	NA	NA	0.0372110361868	0.0164105971395	0.012863835819999999	NA	NA	0.0898104294358
NP_014093.1	0.0410645454196	0.0123815976052	NA	0.0125302522631	0.0368513088766	0.018559560877	0.0156741855699	0.018559560877	0.0410645454196	0.009632706969	0.038379212816699995	0.08957492694589998	NA	0.0117269299756	0.0125271290068	0.0526914327891	0.038379212816699995	0.038379212816699995	0.00181737843681
NP_009380.1	0.0134679370315	0.0290073588253	0.0145285063194	0.0316156906115	0.0048355890372	0.0355174229366	0.03335117324	0.0355174229366	0.0134679370315	0.00951972875343	0.00131640999476	NA	0.00965291123665	0.0164794929458	0.021905210787499997	0.0501252963896	0.00131640999476	0.00131640999476	0.00386692328205
NP_012346.1	0.0612678826523	NA	0.013444131629299999	0.00909208001705	0.016951101378899998	0.0854812474602	0.0180030609339	0.0854812474602	0.0612678826523	0.0030456131751100003	0.04764974489030001	0.05134927247269999	0.029440258386400003	0.0355267207669	0.011708120150099999	0.0923290600643	0.04764974489030001	0.04764974489030001	0.141901372767
NP_010117.1	0.0232254362606	0.0128671183507	0.0281179109206	0.0157640478184	0.009408632537819999	0.0233275402623	0.0138618425659	0.0233275402623	0.0232254362606	0.00845394768046	0.0043226870464099995	0.012819084175200002	0.011357837614	0.0124560528945	0.0500390963415	0.015743712759399998	0.0043226870464099995	0.0043226870464099995	0.0652707048834
NP_013051.1	0.048288791812000006	NA	NA	NA	NA	0.0480478576614	0.00728546869481	0.0480478576614	0.048288791812000006	NA	NA	NA	NA	NA	NA	0.0487708558414	NA	NA	0.0521732043867
NP_011979.1	0.021023300034300002	0.0202121118969	0.012332946724799999	0.0168464422464	0.00058549800121	0.00972626441822	0.00194198947324	0.00972626441822	0.021023300034300002	0.00758707784479	0.08872512498530001	0.00509181232992	0.0162626421686	0.025457161648400003	0.012643307114699999	0.038736096528500005	0.08872512498530001	0.08872512498530001	0.00906450019794
NP_009475.1	0.029990336302	0.017600699972000002	0.0214038522406	0.030377558410099995	0.018637591348200002	0.0122248508235	0.0634419071571	0.0122248508235	0.029990336302	0.0017477614275599998	0.0332166972092	0.0006021638942109999	0.00803049547972	0.00878312538469	0.0028871139214000003	0.033647929784599996	0.0332166972092	0.0332166972092	0.00760421480345
NP_009388.2	0.0150271769557	0.0155686583779	0.018254350966099998	0.0175263551542	0.0310171482688	0.0339342919135	0.0296921193102	0.0339342919135	0.0150271769557	0.0100171115745	0.038395321521199996	0.05179019291880001	0.013334721737200001	0.0131047219174	0.0310480838073	0.0336378995885	0.038395321521199996	0.038395321521199996	0.0173622931053
NP_012814.1	0.029045244822900003	NA	NA	0.029691539794200004	NA	0.04606310360830001	0.0422626874411	0.04606310360830001	0.029045244822900003	NA	NA	0.00937058925086	NA	0.189446178559	0.0034939108033	0.0257808430609	NA	NA	0.0190076725317
NP_013232.1	0.0201893038257	NA	NA	0.0485172080059	NA	0.0061168190727900005	0.0116109002956	0.0061168190727900005	0.0201893038257	NA	NA	0.233345622201	NA	0.0315092512132	0.00043666781437199997	0.0761647639365	NA	NA	0.00458484260748
NP_010460.1	0.0341450716926	0.011451308445099999	0.021695347061200004	0.0027273341212499997	0.0488666578233	0.0157359584022	0.0319139872444	0.0157359584022	0.0341450716926	0.00643590687442	0.0586488824202	0.0768679903697	0.019672598814000002	0.04856485406140001	0.0034519203830100003	0.013703325763	0.0586488824202	0.0586488824202	0.0046820289414
NP_012173.3	0.00822045816402	0.012890970115399998	0.010572467142900001	0.012429211793400001	0.037393529433400005	0.024553000824599998	0.0641804602757	0.024553000824599998	0.00822045816402	0.00191724142993	0.012823251968900001	0.0327651057015	0.0174598219438	0.0268418673557	0.029332034983900003	0.028697645661599998	0.012823251968900001	0.012823251968900001	0.0134758260563
NP_009883.1	0.00833213411296	0.031219927228200002	0.05117027835369999	0.0324841850857	0.08118775062889999	0.0315523612671	0.0165639587919	0.0315523612671	0.00833213411296	0.00122317838301	0.103421533319	0.019732128799700002	0.00175923210211	0.00521722767174	0.01760576397	0.019174517693700002	0.103421533319	0.103421533319	0.0432637059523
NP_116641.1	0.0196380716399	0.028084733547799997	NA	0.008337782904880001	0.0214736362209	0.00466875838911	0.03628238375969999	0.00466875838911	0.0196380716399	0.00180036775667	0.06370305927730001	NA	0.021668318484200002	0.010361397052	0.017517373554599997	0.031604043905000004	0.06370305927730001	0.06370305927730001	0.0452264175657
NP_010704.1	0.0165549323052	0.007405103900560001	0.0185900927755	0.00480941870703	0.0153072158778	0.0245896981159	0.004145646806619999	0.0245896981159	0.0165549323052	0.00377470766791	0.033613522321200004	0.020258065388400002	0.018665521497400004	0.027252061292099998	0.00296739347985	0.061078113153800004	0.033613522321200004	0.033613522321200004	0.0149976248392
NP_013408.1	0.019180933695700002	0.00854398128361	0.0172051476539	0.0102935946809	0.00232060829238	0.0183359139133	0.0311310973159	0.0183359139133	0.019180933695700002	0.00575634755371	0.051100928459599994	0.0777610514348	0.0141594608577	0.0359461737605	0.00718669846148	0.039733702529	0.051100928459599994	0.051100928459599994	0.022330360644
NP_011303.1	0.0271568655213	0.006185032703109999	0.0140089068053	0.038129516065300004	0.00573436924711	0.07103692780889999	0.0664805454986	0.07103692780889999	0.0271568655213	0.0069713077011000005	0.0150521537396	0.132654236994	0.012489780835200002	0.0151005517487	0.0225354353516	0.021252604234700004	0.0150521537396	0.0150521537396	0.0393332538787
NP_014344.3	0.0119583353264	NA	NA	0.012284060177500002	NA	0.038110745975800005	0.00469685996683	0.038110745975800005	0.0119583353264	NA	NA	NA	NA	0.0270690612524	0.029654872311200002	0.0164001721576	NA	NA	0.0363126617699
NP_011107.1	0.0160635518658	NA	NA	NA	NA	0.017706955618000002	0.0123824609998	0.017706955618000002	0.0160635518658	NA	NA	NA	NA	NA	NA	0.025178552137700004	NA	NA	0.0311383959135
NP_010398.3	0.0069694650396	NA	NA	NA	NA	0.08492376424069999	0.0206163382193	0.08492376424069999	0.0069694650396	NA	NA	NA	NA	0.015276921807600001	NA	0.046886103704500005	NA	NA	0.0350314698502
NP_012669.1	0.040421312808300004	NA	NA	NA	NA	0.07230402946810001	0.0480967872167	0.07230402946810001	0.040421312808300004	NA	NA	NA	NA	0.04977377684309999	NA	0.036927600536800005	NA	NA	0.008060453624
NP_014922.3	0.0158796049254	NA	NA	NA	NA	NA	0.0225478750864	NA	0.0158796049254	NA	NA	NA	NA	0.00679031232805	NA	0.0258730614628	NA	NA	0.0589945571629
NP_013649.1	0.0316206043339	NA	NA	NA	NA	0.0288834401083	0.0351306546027	0.0288834401083	0.0316206043339	NA	NA	NA	NA	0.0142771415735	NA	0.018938853980400003	NA	NA	0.0117354620685
NP_011094.3	0.0141176963992	NA	NA	NA	NA	0.0064122533198900005	0.0019316719532699999	0.0064122533198900005	0.0141176963992	NA	NA	NA	NA	0.009996183798209999	NA	0.0214194487202	NA	NA	0.00590262831223
NP_009633.3	0.029506443820799998	NA	NA	NA	NA	0.06902687878560002	0.013202223776	0.06902687878560002	0.029506443820799998	NA	NA	NA	NA	0.0183987666983	NA	0.0342319746207	NA	NA	0.0381731389811
NP_015164.1	0.0482371067099	NA	NA	NA	NA	0.00195553294972	0.0241069705822	0.00195553294972	0.0482371067099	NA	NA	NA	NA	0.031425534701400006	NA	0.0127415890328	NA	NA	0.0177411925379
NP_013589.1	0.0181993764667	NA	NA	0.0362441430065	NA	0.0351627769287	0.04240926388730001	0.0351627769287	0.0181993764667	NA	NA	NA	NA	0.0250425282245	0.0546091972513	0.028081028147900002	NA	NA	0.0701155772848
NP_012750.1	0.017463942016700002	NA	NA	0.0180567380096	NA	0.0021178641722899997	0.0953715126614	0.0021178641722899997	0.017463942016700002	NA	NA	NA	NA	0.0187801826185	0.048629288723	0.0114676340343	NA	NA	0.105092343123
NP_116624.1	0.037639178468199995	NA	NA	0.023060179913	NA	0.0566768866452	0.0134677817128	0.0566768866452	0.037639178468199995	NA	NA	NA	NA	0.0393248430626	0.00134866579054	0.0601823025259	NA	NA	0.0421526533233
NP_014703.1	0.0179486109283	NA	NA	0.0323609559694	NA	0.138297265855	0.0806923344131	0.138297265855	0.0179486109283	NA	NA	NA	NA	0.05539048797809999	0.056938329227200005	0.0429823373191	NA	NA	0.013333776335
NP_013391.1	0.021038115612	NA	NA	0.027825975695	NA	0.0535915412464	0.029578024779099998	0.0535915412464	0.021038115612	NA	NA	NA	NA	0.0322825726353	0.021245585020400002	0.0149136569013	NA	NA	0.0112990130698
NP_013499.1	0.014917194018299999	NA	NA	0.022867666433900005	NA	0.0785726595347	0.08361641176319999	0.0785726595347	0.014917194018299999	NA	NA	NA	NA	0.016166810607	0.036356923230400004	0.055178390546399995	NA	NA	0.0245047174542
NP_012261.1	0.00834503759302	NA	NA	0.0173081269597	NA	0.00474461460538	0.0432181067086	0.00474461460538	0.00834503759302	NA	NA	NA	NA	0.0237456874572	5.58155235146e-05	0.0216978355277	NA	NA	0.012249689457
NP_013380.1	0.0170028814966	0.00344334578671	0.0234367870302	NA	NA	0.00446278129452	0.0349884988402	0.00446278129452	0.0170028814966	0.0050152179898	NA	NA	0.0214138271765	0.0161778125581	NA	0.011392059952200002	NA	NA	0.0239526590295
NP_010348.1	0.0227247752315	0.0336775868107	0.0155415385336	0.0240750724255	0.00577162260909	0.0616932986161	0.0299530039731	0.0616932986161	0.0227247752315	0.0044292446672600004	0.037978951074099994	0.110963468719	0.020371605189099997	0.029804395208900002	0.0038134811456100003	0.031818180211	0.037978951074099994	0.037978951074099994	0.0836611931012
NP_015057.1	0.0139822418831	0.0293228060282	0.0347963260744	0.0356857999953	0.0496689737261	0.00905425978586	0.006932965398390001	0.00905425978586	0.0139822418831	0.020467624062400002	0.00388355656107	0.021263003392099997	0.042757819107900004	0.0370272934788	0.048943102965	0.014140472741399998	0.00388355656107	0.00388355656107	0.013549424974
