Protein	GO
NP_015406.1	GO:0004812
NP_015406.1	GO:0005737
NP_015406.1	GO:0006412
NP_015406.1	GO:0016874
NP_015406.1	GO:0005524
NP_015406.1	GO:0005739
NP_015407.1	GO:0003674
NP_015407.1	GO:0000398
NP_015407.1	GO:0005682
NP_015407.1	GO:0006397
NP_015407.1	GO:0005634
NP_015407.1	GO:0046540
NP_015407.1	GO:0008380
NP_015408.1	GO:0005739
NP_015408.1	GO:0005737
NP_015408.1	GO:0003674
NP_015408.1	GO:0051646
NP_015408.1	GO:0000001
NP_015408.1	GO:0007005
NP_015408.1	GO:0000266
NP_015409.1	GO:0008150
NP_015409.1	GO:0016020
NP_015409.1	GO:0003674
NP_015409.1	GO:0005575
NP_015409.1	GO:0007165
NP_015409.1	GO:0005525
NP_015410.2	GO:0006325
NP_015410.2	GO:0003674
NP_015410.2	GO:0070209
NP_015410.2	GO:0005634
NP_015410.2	GO:0008150
NP_015411.1	GO:0001113
NP_015411.1	GO:0000993
NP_015411.1	GO:0008134
NP_015411.1	GO:0005634
NP_015411.1	GO:0001174
NP_015411.1	GO:0070897
NP_015411.1	GO:0006355
NP_015411.1	GO:0001139
NP_015411.1	GO:0000979
NP_015411.1	GO:0006352
NP_015411.1	GO:0017025
NP_015411.1	GO:0051123
NP_015411.1	GO:2000679
NP_015411.1	GO:0046872
NP_015411.1	GO:0097550
NP_015413.1	GO:0003924
NP_015413.1	GO:0005786
NP_015413.1	GO:0043547
NP_015413.1	GO:0030942
NP_015413.1	GO:0006616
NP_015413.1	GO:0003723
NP_015413.1	GO:0005096
NP_015413.1	GO:0008312
NP_015413.1	GO:0048500
NP_015413.1	GO:0005783
NP_015413.1	GO:0000166
NP_015413.1	GO:0005525
NP_015413.1	GO:0005737
NP_015413.1	GO:0006614
NP_015414.2	GO:0005575
NP_015414.2	GO:0008150
NP_015414.2	GO:0003674
NP_015414.2	GO:0005794
NP_015416.1	GO:0071561
NP_015416.1	GO:0008150
NP_015416.1	GO:0008289
NP_015416.1	GO:0016020
NP_015416.1	GO:0005789
NP_015416.1	GO:0071944
NP_015416.1	GO:0005783
NP_015416.1	GO:0006869
NP_015416.1	GO:0016021
NP_015418.2	GO:0016567
NP_015418.2	GO:0005634
NP_015418.2	GO:0045471
NP_015418.2	GO:0005737
NP_015418.2	GO:0004842
NP_015418.2	GO:0046872
NP_015418.2	GO:0000921
NP_015419.1	GO:0005681
NP_015419.1	GO:0005686
NP_015419.1	GO:0000398
NP_015419.1	GO:0000245
NP_015419.1	GO:0005634
NP_015419.1	GO:0008380
NP_015419.1	GO:0006397
NP_015419.1	GO:0003674
NP_015419.1	GO:0009410
NP_015420.1	GO:0005085
NP_015420.1	GO:0005737
NP_015420.1	GO:0032012
NP_015420.1	GO:0034976
NP_015420.1	GO:0006887
NP_015420.1	GO:0000139
NP_015420.1	GO:0005086
NP_015420.1	GO:0005739
NP_015420.1	GO:0032014
NP_015420.1	GO:0016192
NP_015420.1	GO:0034067
NP_015421.1	GO:0003674
NP_015421.1	GO:0008150
NP_015422.2	GO:0031966
NP_015422.2	GO:0008150
NP_015422.2	GO:0005739
NP_015422.2	GO:0035091
NP_015422.2	GO:0016020
NP_015423.2	GO:0005739
NP_015423.2	GO:0005741
NP_015423.2	GO:0016021
NP_015423.2	GO:0016020
NP_015423.2	GO:0003674
NP_015423.2	GO:0008150
NP_015425.1	GO:0005739
NP_015425.1	GO:0005762
NP_015425.1	GO:0003735
NP_015425.1	GO:0005840
NP_015425.1	GO:0032543
NP_015426.1	GO:0000384
NP_015426.1	GO:0006397
NP_015426.1	GO:0008380
NP_015426.1	GO:0000974
NP_015426.1	GO:0005681
NP_015426.1	GO:0000398
NP_015426.1	GO:0005634
NP_015426.1	GO:0071006
NP_015427.1	GO:0002181
NP_015427.1	GO:0003735
NP_015427.1	GO:0003723
NP_015427.1	GO:0019843
NP_015427.1	GO:0000027
NP_015427.1	GO:0005840
NP_015427.1	GO:0022625
NP_015427.1	GO:0005634
NP_015427.1	GO:0006412
NP_015427.1	GO:0005737
NP_015428.1	GO:0006508
NP_015428.1	GO:0004298
NP_015428.1	GO:0019774
NP_015428.1	GO:0034515
NP_015428.1	GO:0000502
NP_015428.1	GO:0005789
NP_015428.1	GO:0010498
NP_015428.1	GO:0005737
NP_015428.1	GO:0005839
NP_015428.1	GO:0005634
NP_015428.1	GO:0005829
NP_015428.1	GO:0051603
NP_015428.1	GO:0016787
NP_015428.1	GO:0008233
NP_015428.1	GO:0043161
NP_015428.1	GO:0080129
NP_015428.1	GO:0004175
NP_015428.1	GO:0010499
NP_015429.1	GO:0000790
NP_015429.1	GO:0005730
NP_015429.1	GO:0043565
NP_015429.1	GO:0010688
NP_015429.1	GO:0060963
NP_015429.1	GO:0000978
NP_015429.1	GO:0032545
NP_015429.1	GO:0001225
NP_015429.1	GO:0003677
NP_015429.1	GO:0001226
NP_015429.1	GO:0003700
NP_015429.1	GO:0006355
NP_015429.1	GO:0005634
NP_015430.1	GO:0005794
NP_015430.1	GO:0015031
NP_015430.1	GO:0005789
NP_015430.1	GO:0016020
NP_015430.1	GO:0000301
NP_015430.1	GO:0006891
NP_015430.1	GO:0003674
NP_015430.1	GO:0030242
NP_015430.1	GO:0005783
NP_015430.1	GO:0017119
NP_015430.1	GO:0000139
NP_015430.1	GO:0016236
NP_015430.1	GO:0005829
NP_015430.1	GO:0032258
NP_015431.1	GO:0005524
NP_015431.1	GO:0004694
NP_015431.1	GO:0006468
NP_015431.1	GO:0010998
NP_015431.1	GO:0000166
NP_015431.1	GO:0005575
NP_015431.1	GO:0016310
NP_015431.1	GO:0004674
NP_015431.1	GO:0016740
NP_015431.1	GO:0004672
NP_015431.1	GO:0016301
NP_015431.1	GO:0008150
NP_015432.1	GO:0005847
NP_015432.1	GO:0006397
NP_015432.1	GO:0006378
NP_015432.1	GO:0005634
NP_015432.1	GO:0003723
NP_015432.1	GO:0005829
NP_015432.1	GO:0098789
NP_015432.1	GO:0046872
NP_015433.1	GO:0043161
NP_015433.1	GO:0005198
NP_015433.1	GO:0005838
NP_015433.1	GO:0008541
NP_015433.1	GO:0006511
NP_015433.1	GO:0005634
NP_015433.1	GO:0050790
NP_015433.1	GO:0030234
NP_015433.1	GO:0000502
NP_878183.1	GO:0003674
NP_878183.1	GO:0005575
NP_878183.1	GO:0008150
NP_015434.1	GO:0044695
NP_015434.1	GO:0003674
NP_015434.1	GO:0034629
NP_015434.1	GO:0016021
NP_015434.1	GO:0016020
NP_015434.1	GO:0005783
NP_015434.1	GO:0031303
NP_015434.1	GO:0007049
NP_015434.1	GO:0030173
NP_015435.1	GO:0042254
NP_015435.1	GO:0005634
NP_015435.1	GO:0070893
NP_015435.1	GO:0003899
NP_015435.1	GO:0042797
NP_015435.1	GO:0001054
NP_015435.1	GO:0003677
NP_015435.1	GO:0001056
NP_015435.1	GO:0006351
NP_015435.1	GO:0006360
NP_015435.1	GO:0005736
NP_015435.1	GO:0005730
NP_015435.1	GO:0046983
NP_015435.1	GO:0005666
NP_015436.1	GO:0004672
NP_015436.1	GO:0018105
NP_015436.1	GO:0016740
NP_015436.1	GO:0000917
NP_015436.1	GO:0035556
NP_015436.1	GO:0010458
NP_015436.1	GO:0005935
NP_015436.1	GO:0004674
NP_015436.1	GO:0005737
NP_015436.1	GO:0000281
NP_015436.1	GO:0000166
NP_015436.1	GO:0005524
NP_015436.1	GO:0005816
NP_015436.1	GO:0006468
NP_015436.1	GO:0016310
NP_015436.1	GO:0061013
NP_015436.1	GO:0016301
NP_015437.1	GO:0003676
NP_015437.1	GO:0005634
NP_015437.1	GO:0000447
NP_015437.1	GO:0000472
NP_015437.1	GO:0000480
NP_015437.1	GO:0003729
NP_015437.1	GO:0003723
NP_015437.1	GO:0006364
NP_015437.1	GO:0042134
NP_015437.1	GO:0005730
NP_015437.1	GO:0030686
NP_015437.1	GO:0034462
NP_015438.1	GO:0043231
NP_015438.1	GO:0005789
NP_015438.1	GO:0005783
NP_015438.1	GO:0016021
NP_015438.1	GO:0005739
NP_015438.1	GO:0016740
NP_015438.1	GO:0016780
NP_015438.1	GO:0003881
NP_015438.1	GO:0006661
NP_015438.1	GO:0005741
NP_015438.1	GO:0008654
NP_015438.1	GO:0031090
NP_015438.1	GO:0016020
NP_015438.1	GO:0005794
NP_015438.1	GO:0006629
NP_015439.1	GO:0016021
NP_015439.1	GO:0005789
NP_015439.1	GO:0008150
NP_015439.1	GO:0016020
NP_015439.1	GO:0003674
NP_015439.1	GO:0005783
NP_015440.1	GO:0090372
NP_015440.1	GO:0005737
NP_015440.1	GO:0007049
NP_015440.1	GO:0016247
NP_015441.1	GO:0003674
NP_015441.1	GO:0000002
NP_015441.1	GO:0099617
NP_015441.1	GO:0097745
NP_015441.1	GO:0005739
NP_015442.1	GO:0005575
NP_015442.1	GO:0016021
NP_015442.1	GO:0008150
NP_015442.1	GO:0003674
NP_015442.1	GO:0016020
NP_015443.1	GO:0019284
NP_015443.1	GO:0044237
NP_015443.1	GO:0046523
NP_015443.1	GO:0016853
NP_015443.1	GO:0008652
NP_015443.1	GO:0044249
NP_015443.1	GO:0005634
NP_015443.1	GO:0009086
NP_015443.1	GO:0005737
NP_015443.1	GO:0019509
NP_015444.1	GO:0000079
NP_015444.1	GO:0019901
NP_015444.1	GO:0005515
NP_015444.1	GO:0005819
NP_015444.1	GO:0000086
NP_015444.1	GO:0045787
NP_015444.1	GO:0010696
NP_015444.1	GO:0005816
NP_015444.1	GO:0000278
NP_015444.1	GO:0000307
NP_015444.1	GO:0005634
NP_015444.1	GO:0007049
NP_015444.1	GO:0004672
NP_015444.1	GO:0035308
NP_015444.1	GO:0008284
NP_015444.1	GO:0051301
NP_015444.1	GO:0005935
NP_015444.1	GO:0005737
NP_015444.1	GO:0005813
NP_015444.1	GO:0045737
NP_015444.1	GO:0006468
NP_015444.1	GO:0032888
NP_015444.1	GO:0007088
NP_015444.1	GO:0016538
NP_015445.1	GO:0010696
NP_015445.1	GO:0005737
NP_015445.1	GO:0045740
NP_015445.1	GO:1901673
NP_015445.1	GO:0000079
NP_015445.1	GO:0006468
NP_015445.1	GO:0008284
NP_015445.1	GO:0000086
NP_015445.1	GO:0016538
NP_015445.1	GO:0000082
NP_015445.1	GO:0051301
NP_015445.1	GO:0006279
NP_015445.1	GO:0000278
NP_015445.1	GO:0045787
NP_015445.1	GO:0019901
NP_015445.1	GO:0005634
NP_015445.1	GO:0007049
NP_015445.1	GO:0004672
NP_015445.1	GO:0005813
NP_015445.1	GO:0000307
NP_015445.1	GO:0007088
NP_015446.2	GO:0005829
NP_015446.2	GO:0003674
NP_015446.2	GO:0005576
NP_015446.2	GO:0016310
NP_015446.2	GO:0008902
NP_015446.2	GO:0008972
NP_015446.2	GO:0009228
NP_015446.2	GO:0005575
NP_015446.2	GO:0006772
NP_015446.2	GO:0050334
NP_015447.1	GO:0003824
NP_015447.1	GO:0071432
NP_015447.1	GO:0004222
NP_015447.1	GO:0008237
NP_015447.1	GO:0007120
NP_015447.1	GO:0005739
NP_015447.1	GO:0006508
NP_015447.1	GO:0008233
NP_015447.1	GO:0005759
NP_015447.1	GO:0000755
NP_015447.1	GO:0046872
NP_015447.1	GO:0016787
NP_015447.1	GO:0005935
NP_015447.1	GO:0016485
NP_015447.1	GO:0043332
NP_015449.1	GO:0006811
NP_015449.1	GO:0035434
NP_015449.1	GO:0016021
NP_015449.1	GO:0005886
NP_015449.1	GO:0006878
NP_015449.1	GO:0005375
NP_015449.1	GO:0005634
NP_015449.1	GO:0006825
NP_015449.1	GO:0015677
NP_015449.1	GO:0016020
NP_015449.1	GO:0005737
NP_015450.1	GO:0016020
NP_015450.1	GO:0005743
NP_015450.1	GO:0005739
NP_015450.1	GO:0003674
NP_015450.1	GO:0043022
NP_015450.1	GO:1902600
NP_015450.1	GO:0016021
NP_015450.1	GO:0006813
NP_015450.1	GO:0051204
NP_015452.1	GO:0005737
NP_015452.1	GO:0016491
NP_015452.1	GO:0008150
NP_015452.1	GO:0005634
NP_015452.1	GO:0050236
NP_015452.1	GO:0003674
NP_015452.1	GO:0055114
NP_015452.1	GO:0042820
NP_015453.1	GO:0005347
NP_015453.1	GO:0016020
NP_015453.1	GO:0016021
NP_015453.1	GO:0005779
NP_015453.1	GO:0007031
NP_015453.1	GO:0005737
NP_015453.1	GO:0006811
NP_015453.1	GO:0015217
NP_015453.1	GO:0015867
NP_015453.1	GO:0022857
NP_015453.1	GO:0005778
NP_015453.1	GO:0005777
NP_015453.1	GO:0015866
NP_015453.1	GO:0000295
NP_015453.1	GO:0006635
NP_015453.1	GO:0055085
NP_015454.1	GO:0003723
NP_015454.1	GO:0034063
NP_015454.1	GO:0045947
NP_015454.1	GO:0031370
NP_015454.1	GO:0000932
NP_015454.1	GO:0003729
NP_015454.1	GO:0005737
NP_015454.1	GO:0010494
NP_015454.1	GO:0033962
NP_015456.2	GO:0005737
NP_015456.2	GO:0032956
NP_015456.2	GO:0017196
NP_015456.2	GO:0031416
NP_015456.2	GO:0016746
NP_015456.2	GO:0016740
NP_015456.2	GO:0000001
NP_015456.2	GO:0030433
NP_015456.2	GO:0004596
NP_015457.1	GO:0005737
NP_015457.1	GO:0015935
NP_015457.1	GO:0003735
NP_015457.1	GO:0006450
NP_015457.1	GO:0005840
NP_015457.1	GO:0022627
NP_015457.1	GO:0006412
NP_015457.1	GO:0000462
NP_015458.1	GO:0060303
NP_015458.1	GO:0050684
NP_015458.1	GO:0034243
NP_015458.1	GO:0001085
NP_015458.1	GO:0000993
NP_015458.1	GO:0005634
NP_015458.1	GO:0010793
NP_015458.1	GO:0070827
NP_015458.1	GO:0016973
NP_015458.1	GO:0006357
NP_015458.1	GO:2001253
NP_015459.1	GO:0071806
NP_015459.1	GO:0016021
NP_015459.1	GO:0005741
NP_015459.1	GO:0031307
NP_015459.1	GO:0008320
NP_015459.1	GO:0005739
NP_015459.1	GO:0005742
NP_015459.1	GO:0006626
NP_015459.1	GO:0016020
NP_015459.1	GO:0015031
NP_015459.1	GO:0070096
NP_015460.1	GO:0008380
NP_015460.1	GO:0003674
NP_015460.1	GO:0006397
NP_015460.1	GO:0005739
NP_015460.1	GO:0090615
NP_015460.1	GO:0000372
NP_015461.1	GO:0006974
NP_015461.1	GO:0043596
NP_015461.1	GO:0007064
NP_015461.1	GO:0001302
NP_015461.1	GO:0000228
NP_015461.1	GO:0006260
NP_015461.1	GO:0006281
NP_015461.1	GO:0000727
NP_015461.1	GO:0003682
NP_015461.1	GO:0034085
NP_015461.1	GO:0031298
NP_015461.1	GO:0000278
NP_015461.1	GO:0005634
NP_015461.1	GO:0006261
NP_015461.1	GO:0006270
NP_058192.1	GO:0000943
NP_058192.1	GO:0003723
NP_058192.1	GO:0032197
NP_058192.1	GO:0005737
NP_058191.1	GO:0004540
NP_058191.1	GO:0008152
NP_058191.1	GO:0006508
NP_058191.1	GO:0005737
NP_058191.1	GO:0006310
NP_058191.1	GO:0004190
NP_058191.1	GO:0090305
NP_058191.1	GO:0003723
NP_058191.1	GO:0003676
NP_058191.1	GO:0090501
NP_058191.1	GO:0003887
NP_058191.1	GO:0000166
NP_058191.1	GO:0005634
NP_058191.1	GO:0004519
NP_058191.1	GO:0005524
NP_058191.1	GO:0032196
NP_058191.1	GO:0006278
NP_058191.1	GO:0000943
NP_058191.1	GO:0015074
NP_058191.1	GO:0032197
NP_058191.1	GO:0008233
NP_058191.1	GO:0004523
NP_058191.1	GO:0016779
NP_058191.1	GO:0071897
NP_058191.1	GO:0003964
NP_058191.1	GO:0046872
NP_058191.1	GO:0090502
NP_058191.1	GO:0004518
NP_058191.1	GO:0003824
NP_058191.1	GO:0016740
NP_058191.1	GO:0016787
NP_058191.1	GO:0003677
NP_015463.1	GO:0005634
NP_015463.1	GO:0031428
NP_015463.1	GO:0042254
NP_015463.1	GO:0032040
NP_015463.1	GO:0005730
NP_015463.1	GO:0000154
NP_015463.1	GO:0030686
NP_015463.1	GO:0006364
NP_015463.1	GO:0034511
NP_015464.1	GO:0005783
NP_015464.1	GO:0016021
NP_015464.1	GO:0015696
NP_015464.1	GO:0019740
NP_015464.1	GO:0016020
NP_015464.1	GO:0008519
NP_015464.1	GO:0005886
NP_015464.1	GO:0005887
NP_015464.1	GO:0072488
NP_015465.1	GO:0016021
NP_015465.1	GO:0003841
NP_015465.1	GO:0005789
NP_015465.1	GO:0006629
NP_015465.1	GO:0042171
NP_015465.1	GO:0005783
NP_015465.1	GO:0005811
NP_015465.1	GO:0006623
NP_015465.1	GO:0005737
NP_015465.1	GO:0034389
NP_015465.1	GO:0016020
NP_015465.1	GO:0016740
NP_015465.1	GO:0035356
NP_015466.1	GO:0006644
NP_015466.1	GO:0016021
NP_015466.1	GO:0005743
NP_015466.1	GO:0005741
NP_015466.1	GO:0005739
NP_015466.1	GO:0016746
NP_015466.1	GO:0097250
NP_015466.1	GO:0047184
NP_015466.1	GO:0031307
NP_015466.1	GO:0007007
NP_015466.1	GO:0032048
NP_015466.1	GO:0008654
NP_015466.1	GO:0042775
NP_015466.1	GO:0035965
NP_015466.1	GO:0016020
NP_015466.1	GO:0016740
NP_015467.1	GO:0005634
NP_015467.1	GO:0005524
NP_015467.1	GO:0046982
NP_015467.1	GO:0000742
NP_015467.1	GO:0007049
NP_015467.1	GO:0000741
NP_015467.1	GO:0008017
NP_015467.1	GO:0005856
NP_015467.1	GO:0003777
NP_015467.1	GO:0005874
NP_015467.1	GO:0007018
NP_015467.1	GO:0005871
NP_015467.1	GO:0005737
NP_015467.1	GO:0051321
NP_015467.1	GO:0000743
NP_015467.1	GO:0008569
NP_015467.1	GO:0000278
NP_015467.1	GO:0005816
NP_015467.1	GO:0051301
NP_015467.1	GO:0000166
NP_015467.1	GO:0007064
NP_015467.1	GO:0060236
NP_015467.1	GO:0000922
NP_015467.1	GO:0016887
NP_015467.1	GO:0005881
NP_015469.1	GO:0005730
NP_015469.1	GO:0006364
NP_015469.1	GO:0005634
NP_015469.1	GO:0000466
NP_015469.1	GO:0000463
NP_015469.1	GO:0003674
NP_015469.1	GO:0030687
NP_015469.1	GO:0042254
NP_015470.1	GO:0030692
NP_015470.1	GO:0042274
NP_015470.1	GO:0003674
NP_015470.1	GO:0030688
NP_015470.1	GO:0005829
NP_015470.1	GO:0000447
NP_015470.1	GO:0005730
NP_015470.1	GO:0006364
NP_015470.1	GO:0000472
NP_015470.1	GO:0032040
NP_015470.1	GO:0030686
NP_015470.1	GO:0005634
NP_015470.1	GO:0000480
NP_015470.1	GO:0042254
NP_001032572.1	GO:0008150
NP_001032572.1	GO:0003674
NP_001032572.1	GO:0005575
NP_015471.1	GO:0042803
NP_015471.1	GO:0016874
NP_015471.1	GO:0006529
NP_015471.1	GO:0004066
NP_015471.1	GO:0005524
NP_015471.1	GO:0008652
NP_015471.1	GO:0070981
NP_015471.1	GO:0005737
NP_015471.1	GO:0006541
NP_015471.1	GO:0005829
NP_015471.1	GO:0000166
NP_015473.1	GO:0019433
NP_015473.1	GO:0044255
NP_015473.1	GO:0016021
NP_015473.1	GO:0016788
NP_015473.1	GO:0004806
NP_015473.1	GO:0016020
NP_015473.1	GO:0005811
NP_015473.1	GO:0005737
NP_015474.1	GO:0003674
NP_015474.1	GO:0005737
NP_015474.1	GO:0008150
NP_015475.1	GO:0001933
NP_015475.1	GO:0033101
NP_015475.1	GO:0070941
NP_015475.1	GO:0009306
NP_015475.1	GO:0070250
NP_015475.1	GO:0060237
NP_015475.1	GO:0005886
NP_015475.1	GO:0005737
NP_015475.1	GO:0016021
NP_015475.1	GO:0061091
NP_015475.1	GO:0005783
NP_015475.1	GO:0071944
NP_015475.1	GO:0007009
NP_015475.1	GO:0003674
NP_015475.1	GO:0015031
NP_015475.1	GO:0072659
NP_015475.1	GO:0045121
NP_015475.1	GO:0032126
NP_015475.1	GO:0016020
NP_015475.1	GO:0005739
NP_015477.1	GO:0005739
NP_015477.1	GO:0005740
NP_015477.1	GO:0003674
NP_015477.1	GO:0030163
NP_015478.1	GO:0071004
NP_015478.1	GO:0005685
NP_015478.1	GO:0003723
NP_015478.1	GO:0003674
NP_015478.1	GO:0071010
NP_015478.1	GO:0006397
NP_015478.1	GO:0005681
NP_015478.1	GO:0008380
NP_015478.1	GO:0008150
NP_015478.1	GO:0045292
NP_015478.1	GO:0005634
NP_015478.1	GO:0000398
NP_015479.2	GO:0003674
NP_015479.2	GO:0016021
NP_015479.2	GO:0008150
NP_015479.2	GO:0016020
NP_015480.1	GO:0003674
NP_015480.1	GO:0005856
NP_015480.1	GO:0005737
NP_015480.1	GO:0034316
NP_015480.1	GO:0005634
NP_015480.1	GO:0030479
NP_015481.1	GO:0016071
NP_015481.1	GO:0016021
NP_015481.1	GO:0031966
NP_015481.1	GO:0003674
NP_015481.1	GO:0016020
NP_015481.1	GO:0005739
NP_015481.1	GO:0009060
NP_015481.1	GO:0005741
NP_015482.1	GO:0000296
NP_015482.1	GO:0016020
NP_015482.1	GO:0005886
NP_015482.1	GO:0015297
NP_015482.1	GO:0055085
NP_015482.1	GO:0071944
NP_015482.1	GO:0005887
NP_015482.1	GO:0006855
NP_015482.1	GO:0000329
NP_015482.1	GO:0016021
NP_015482.1	GO:0000297
NP_015482.1	GO:1903710
NP_015482.1	GO:0015238
NP_015483.1	GO:0016020
NP_015483.1	GO:0016021
NP_015483.1	GO:0008150
NP_015483.1	GO:0015031
NP_015483.1	GO:0003674
NP_015483.1	GO:0000324
NP_015483.1	GO:0071944
NP_058196.1	GO:0000943
NP_058196.1	GO:0032197
NP_058196.1	GO:0005737
NP_058196.1	GO:0003723
NP_058195.1	GO:0006310
NP_058195.1	GO:0016787
NP_058195.1	GO:0004518
NP_058195.1	GO:0004519
NP_058195.1	GO:0016779
NP_058195.1	GO:0003676
NP_058195.1	GO:0003677
NP_058195.1	GO:0003824
NP_058195.1	GO:0003964
NP_058195.1	GO:0000166
NP_058195.1	GO:0008152
NP_058195.1	GO:0004190
NP_058195.1	GO:0006278
NP_058195.1	GO:0016740
NP_058195.1	GO:0090305
NP_058195.1	GO:0032197
NP_058195.1	GO:0090501
NP_058195.1	GO:0015074
NP_058195.1	GO:0003887
NP_058195.1	GO:0090502
NP_058195.1	GO:0006508
NP_058195.1	GO:0046872
NP_058195.1	GO:0071897
NP_058195.1	GO:0032196
NP_058195.1	GO:0005737
NP_058195.1	GO:0005524
NP_058195.1	GO:0003723
NP_058195.1	GO:0005634
NP_058195.1	GO:0000943
NP_058195.1	GO:0004540
NP_058195.1	GO:0004523
NP_058195.1	GO:0008233
NP_015484.1	GO:0051087
NP_015484.1	GO:0034504
NP_015484.1	GO:0006886
NP_015484.1	GO:0005634
NP_015484.1	GO:0006457
NP_015484.1	GO:0034605
NP_058194.1	GO:0005737
NP_058194.1	GO:0003723
NP_058194.1	GO:0000943
NP_058194.1	GO:0032197
NP_058193.1	GO:0090305
NP_058193.1	GO:0016740
NP_058193.1	GO:0008233
NP_058193.1	GO:0071897
NP_058193.1	GO:0003887
NP_058193.1	GO:0003964
NP_058193.1	GO:0004519
NP_058193.1	GO:0008152
NP_058193.1	GO:0046872
NP_058193.1	GO:0090502
NP_058193.1	GO:0006278
NP_058193.1	GO:0004518
NP_058193.1	GO:0006310
NP_058193.1	GO:0004523
NP_058193.1	GO:0016787
NP_058193.1	GO:0015074
NP_058193.1	GO:0032196
NP_058193.1	GO:0005634
NP_058193.1	GO:0006508
NP_058193.1	GO:0004190
NP_058193.1	GO:0004540
NP_058193.1	GO:0016779
NP_058193.1	GO:0003824
NP_058193.1	GO:0000166
NP_058193.1	GO:0003723
NP_058193.1	GO:0090501
NP_058193.1	GO:0003676
NP_058193.1	GO:0032197
NP_058193.1	GO:0003677
NP_058193.1	GO:0000943
NP_058193.1	GO:0005524
NP_058193.1	GO:0005737
NP_878184.1	GO:0016020
NP_878184.1	GO:0005829
NP_878184.1	GO:0008150
NP_878184.1	GO:0016021
NP_878184.1	GO:0003674
NP_015485.1	GO:0016020
NP_015485.1	GO:0030427
NP_015485.1	GO:0031505
NP_015485.1	GO:0005935
NP_015485.1	GO:0030133
NP_015485.1	GO:0004553
NP_015485.1	GO:0005886
NP_015485.1	GO:0071555
NP_015485.1	GO:0000139
NP_015485.1	GO:0006078
NP_015485.1	GO:0016021
NP_015485.1	GO:0030176
NP_015485.1	GO:0005975
NP_015485.1	GO:0005794
NP_015485.1	GO:0015926
NP_015486.1	GO:0005975
NP_015486.1	GO:0016740
NP_015486.1	GO:0004645
NP_015486.1	GO:0016757
NP_015486.1	GO:0008184
NP_015486.1	GO:0005980
NP_015486.1	GO:0005977
NP_015486.1	GO:0005737
NP_015486.1	GO:0102499
NP_015486.1	GO:0102250
NP_015486.1	GO:0030170
NP_015487.1	GO:0004674
NP_015487.1	GO:0044212
NP_015487.1	GO:0051726
NP_015487.1	GO:0005634
NP_015487.1	GO:0016740
NP_015487.1	GO:0000790
NP_015487.1	GO:0016310
NP_015487.1	GO:0004693
NP_015487.1	GO:0004672
NP_015487.1	GO:0030332
NP_015487.1	GO:0005524
NP_015487.1	GO:0006468
NP_015487.1	GO:0005694
NP_015487.1	GO:0000166
NP_015487.1	GO:0008134
NP_015487.1	GO:0000307
NP_015487.1	GO:0016301
NP_015487.1	GO:0008353
NP_015487.1	GO:0006351
NP_015487.1	GO:0051571
NP_015487.1	GO:0006368
NP_015487.1	GO:0045944
NP_015487.1	GO:0070816
NP_015487.1	GO:0008024
NP_015487.1	GO:0032968
NP_015488.1	GO:0006270
NP_015488.1	GO:0006267
NP_015488.1	GO:0005634
NP_015488.1	GO:0031261
NP_015488.1	GO:0006260
NP_015488.1	GO:0005656
NP_015488.1	GO:0005664
NP_015488.1	GO:0003677
NP_015488.1	GO:0000808
NP_015488.1	GO:0030466
NP_015488.1	GO:0003688
NP_015489.1	GO:0043024
NP_015489.1	GO:0006412
NP_015489.1	GO:0006413
NP_015489.1	GO:0003676
NP_015489.1	GO:0005844
NP_015489.1	GO:0003723
NP_015489.1	GO:0003743
NP_015489.1	GO:0003727
NP_015489.1	GO:0033592
NP_015489.1	GO:0034057
NP_015489.1	GO:0002181
NP_015489.1	GO:0010494
NP_015489.1	GO:0001731
NP_015489.1	GO:0097010
NP_015489.1	GO:0003729
NP_015490.1	GO:0051301
NP_015490.1	GO:0070651
NP_015490.1	GO:0031297
NP_015490.1	GO:0006974
NP_015490.1	GO:0006281
NP_015490.1	GO:0003674
NP_015490.1	GO:0007049
NP_015490.1	GO:0010526
NP_015490.1	GO:0000725
NP_015490.1	GO:0035361
NP_015490.1	GO:0005634
NP_015491.1	GO:0060178
NP_015491.1	GO:0000131
NP_015491.1	GO:0031532
NP_015491.1	GO:0030950
NP_015491.1	GO:0000148
NP_015491.1	GO:0005783
NP_015491.1	GO:0051017
NP_015491.1	GO:0032956
NP_015491.1	GO:1903501
NP_015491.1	GO:0005886
NP_015491.1	GO:0000329
NP_015491.1	GO:0090334
NP_015491.1	GO:0032186
NP_015491.1	GO:0005938
NP_015491.1	GO:0060237
NP_015491.1	GO:0007266
NP_015491.1	GO:0090037
NP_015491.1	GO:0043332
NP_015491.1	GO:0032153
NP_015491.1	GO:0016020
NP_015491.1	GO:0045807
NP_015491.1	GO:0008361
NP_015491.1	GO:0005739
NP_015491.1	GO:0031681
NP_015491.1	GO:0030334
NP_015491.1	GO:0030036
NP_015491.1	GO:0005777
NP_015491.1	GO:0019901
NP_015491.1	GO:0005737
NP_015491.1	GO:0043231
NP_015491.1	GO:0005933
NP_015491.1	GO:0000166
NP_015491.1	GO:0071944
NP_015491.1	GO:0010008
NP_015491.1	GO:0005525
NP_015491.1	GO:0032880
NP_015491.1	GO:0005768
NP_015491.1	GO:0007015
NP_015491.1	GO:0005778
